0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
-0.435863;0.337273;-0.0556941;-0.0161543;-0.370378;-0.495989;0.412943;0.373486;0.865836;0.691871;-0.228574;0.590044;-0.265177;-0.830112;-1.6151;-0.31049;0.264742;-0.127705;0.348493;-0.0829977;0.599254;0.672025;0.621335;0.379521;0.523268;-0.347227;-0.864057;-0.438557;0.714836;-0.535004;-0.798705;-0.105831;-0.429214;-1.0009;-0.00659499;-2.07157;-0.584349;-0.371687;0.991002;-0.640957;-0.2765;0.0863069;0.024717;0.148894;-0.260785;-0.534008;0.955933;1.44249;2.54354;3.89795;9.3306
-0.00724902;0.259918;0.769988;0.557546;-0.147438;-0.0222623;0.573657;0.943966;0.526854;0.563036;0.198476;-0.754982;0.590027;1.35543;0.593203;1.80785;-0.648869;-1.00827;0.598188;0.133993;0.178254;0.298631;0.716573;1.26839;-0.290587;-1.05007;-1.25367;-0.498527;-1.26283;-1.40686;-1.5083;0.314305;-0.380197;1.41322;-0.0905402;0.54718;1.45282;0.717475;0.3724;0.256622;0.237916;-0.047576;-0.472585;0.596764;0.0557259;-0.468552;0.0829288;0.753792;1.65338;3.72594;9.3306
-0.79095;0.0846044;0.557454;0.159033;0.242194;-0.90191;-0.134675;0.280317;-0.138882;0.218517;-0.446598;-0.715914;0.304616;-0.648889;-0.0895973;-0.218919;0.158807;-0.143134;-0.194408;0.242586;0.199863;0.202756;-0.297273;-0.749194;-0.988325;-0.102757;-0.152273;-0.7682;0.46242;0.559447;0.076051;-0.54393;0.440407;-0.0231804;-1.16287;-0.24498;0.151764;-0.650975;-0.315599;-0.0797411;-0.814842;0.228158;0.799537;0.663045;1.52267;-0.0435673;-0.0594485;0.304575;1.34225;2.9955;9.3306
-0.43425;0.79568;0.88995;0.468373;-0.324951;0.340168;0.0970952;-0.159576;-0.307803;-0.379031;0.0690822;0.639501;0.534778;-0.748405;0.194172;1.18225;0.537953;0.00377042;-0.33141;0.982693;0.856093;0.693121;0.557784;0.930986;-0.473589;-0.579556;-0.682807;-1.66337;-0.530662;-0.898071;-0.938377;0.869266;0.463315;-0.0682485;-0.238901;0.530844;-1.24911;-0.294017;-1.12682;-0.0417158;0.191918;-0.277366;0.845092;-0.460036;1.04435;1.17446;0.259835;-0.316935;0.112554;3.23267;9.3306
-0.158841;-0.887345;-0.637045;-1.00506;-0.643034;-1.78692;-0.106732;-0.747575;0.726098;0.53821;0.297866;0.205434;-0.324517;0.0164441;0.542264;-0.743408;-0.864529;-1.02067;-1.24726;-0.381982;-0.69262;-0.182614;0.404197;0.85867;0.991051;0.650736;0.672657;-0.244838;0.420139;0.534002;0.268272;0.224634;-0.694301;-0.267909;-0.0840348;0.174801;-0.269914;-1.26413;-0.496013;0.5648;-0.164768;-0.147013;-0.0366291;0.798893;0.459316;0.415345;-1.38777;0.0744997;1.5072;3.97741;9.3306
0.659269;-0.956929;-0.407664;-1.46874;-0.895194;-0.241536;-0.286721;0.411641;0.811276;0.365284;-0.505491;-0.68211;-0.373256;0.298084;1.69494;0.455601;0.339673;0.0875156;-0.377122;-0.468102;-1.33529;-0.22381;-0.828847;-0.0874144;0.0807187;0.227565;-0.21741;-0.0837885;-0.753291;0.904115;0.436652;0.264096;0.201746;-0.485512;0.796403;0.273267;0.0168243;-1.36348;-0.391033;0.230485;0.226209;0.011088;0.817656;-0.299624;-0.0633183;-0.858573;-0.545567;0.186645;0.735415;3.40243;9.3306
-0.129264;-0.406439;-0.523655;0.171562;1.41081;0.606636;0.104629;0.780763;0.926642;0.694033;0.239334;1.2749;0.433411;0.35765;-0.226987;-0.10286;0.516148;1.10257;0.584185;0.269561;0.846029;-0.547917;-0.592543;0.400485;0.919654;0.426061;0.614762;-0.251396;-0.296006;-0.132451;-0.274602;0.209915;0.602605;0.237509;0.41322;0.857755;-0.0350147;-0.466243;0.200091;-0.625366;-0.744697;0.109289;0.732318;0.339369;-0.639309;-1.02075;-1.16474;-0.721053;1.4381;3.48591;9.3306
-0.423701;-0.10295;0.228576;0.395529;-1.70408;-1.38047;0.255781;-0.254569;1.1403;1.41703;0.84835;0.178228;0.940186;1.91992;-0.0124221;-0.99741;-0.146624;-1.46127;-1.32136;-0.799635;1.0329;0.136085;-0.452986;-1.00885;-0.449474;0.0953157;0.384748;-0.694255;0.3319;0.730321;-0.0583592;0.592781;0.456742;0.388371;-0.854229;0.224342;0.255254;0.0948572;0.542744;1.44361;1.37368;0.486371;-0.288906;0.848487;1.15016;0.870319;0.578444;1.42848;1.73436;4.2813;9.3306
0.459467;-0.0453495;0.0836703;0.383626;-0.690858;0.106654;-0.0705908;1.07297;-0.151253;0.790856;1.1867;0.480392;-0.687466;-1.02675;-0.245877;0.190912;-0.112408;-0.808884;-0.485209;0.48651;0.275995;0.70435;0.772776;1.15081;1.78301;1.02163;-0.398624;-0.0874576;0.678687;0.445126;0.475734;0.251241;-0.0555951;0.0790262;-0.112491;-0.501682;-0.385608;-1.18451;-0.489456;0.934069;-0.144252;0.0145765;0.691767;0.804968;0.535433;0.0451847;-0.557645;0.714495;0.372594;2.74468;9.3306
0.507962;0.259047;0.311127;-0.45822;-0.416729;0.260042;1.02055;-0.532315;0.514639;-0.224173;-1.5576;-0.517596;0.399464;1.17769;0.391154;2.27027;1.79875;1.06662;0.875204;0.352098;-0.556979;0.388467;0.10186;-0.680336;-0.588023;-1.06759;-0.283756;0.847446;-0.403631;0.205804;-0.183179;0.372989;0.780965;-0.862195;0.0803412;-0.933886;0.10499;0.0479443;-0.541788;-0.0516491;-1.06702;-0.411387;-0.921436;-1.04929;-0.999457;0.108093;1.15192;-0.355559;0.483327;3.98779;9.3306
-1.06718;0.375222;0.0837231;-0.384935;-0.688614;-0.972539;-0.601379;-0.644212;0.150196;0.829238;-0.14456;0.108379;0.0245701;-0.216782;0.916175;0.0301771;0.328666;-1.26109;-0.601262;-1.05973;-0.662571;-1.24187;-0.0411247;-0.646982;0.199659;0.748228;0.100031;0.0807234;0.641317;0.216995;-0.0938718;0.39993;0.38238;0.475799;0.280823;0.228053;-0.670817;0.147629;0.344444;0.263094;-0.323409;0.231002;0.353841;-0.902092;0.766852;0.85038;-0.454613;0.407777;0.576818;2.5969;9.3306
0.446606;0.166476;-0.479655;0.986287;0.589879;0.826822;1.07245;0.744904;0.679303;-0.560434;-0.247168;0.501538;0.990333;0.283408;1.00742;1.31582;-0.54214;0.0865781;0.541985;0.558436;0.178361;-0.566438;-0.571147;0.782012;1.12853;0.63424;-0.46437;0.34921;0.912248;0.432794;0.820234;0.221036;-0.394833;-1.10846;0.356763;1.42118;0.233357;-0.763466;0.798701;-0.468144;-0.0840797;-0.0855134;0.367005;1.76939;-0.180452;-0.0590444;-0.377774;1.49286;0.467631;3.21571;9.3306
-0.529252;1.59791;1.3338;0.476953;0.559101;2.03079;0.839831;0.879659;1.0964;0.20178;-0.532022;0.763225;0.168505;0.581736;1.70824;-0.283939;-0.685332;-1.64788;-0.127448;-0.941289;-0.770913;-0.898813;-1.23807;0.115216;0.263394;0.640703;0.0168332;-0.95258;0.740858;0.473077;0.617083;1.10227;0.363073;0.808673;0.584282;-0.501493;0.385712;-0.558866;-1.03016;1.24733;-0.4516;0.445199;-0.178266;-0.0946662;-0.0430377;-0.534473;0.0284183;-0.731689;1.92345;5.20013;9.3306
1.17606;1.00838;-0.518215;0.591562;0.718862;1.06976;1.35705;-0.0564368;0.106953;0.56912;-0.0473064;0.186897;0.417949;0.370649;-0.0428154;-0.167733;0.438593;0.0519503;-0.458786;0.419395;0.119553;-0.3366;-0.058646;0.329271;-0.583514;-1.28097;0.144915;-0.125778;-0.940954;-0.16694;0.491593;0.328232;-0.312784;-0.315319;-0.221103;-0.432505;0.10088;-0.39989;-0.51256;-0.142662;-0.129324;0.113998;1.26841;0.865752;0.430946;0.37291;0.612638;0.468937;0.970425;2.79029;9.3306
0.323536;0.235067;0.245258;0.270877;-0.465686;-0.356767;-0.843069;-0.108272;-0.30401;0.756318;-0.202792;0.0592677;0.6016;1.12065;0.405608;-0.911183;-0.431367;-0.133357;-0.0899587;0.0585208;0.285206;0.214094;-0.754217;-0.500597;0.326822;0.196392;0.426577;0.228265;0.662225;0.850973;-1.01907;-0.260015;-0.16885;-0.0100306;-0.099489;0.0581334;-0.484357;0.603282;-0.00589054;0.418149;1.04306;-0.593968;-0.199737;0.00496338;-0.250938;0.336503;0.979365;1.27204;2.31908;3.50281;9.3306
-0.731944;-1.42583;-0.562905;-0.62617;0.170207;-0.373636;0.530251;-0.30595;-0.655592;0.580605;0.117773;0.365083;0.72985;-0.617422;0.348835;0.362265;1.28419;-0.385837;0.475362;0.579348;-0.0550554;-1.3821;-1.06929;-0.141982;-0.456614;-0.0713306;0.525578;1.06166;0.788247;1.28461;-0.447702;-0.238139;-0.422312;-0.289152;-0.116365;-0.252962;0.0358993;-0.360145;0.997438;0.540572;-0.611425;-1.7644;-1.22697;-0.386362;-0.516954;-0.12382;0.27478;-0.321658;1.80643;3.62529;9.3306
-0.816583;-1.11926;0.258828;-1.02771;-0.376401;0.0405954;0.337082;-0.384722;1.03409;0.138428;0.178141;0.310878;-0.00429517;1.00808;0.29719;0.919086;-0.237949;0.560846;0.109868;-0.466165;-0.857691;-0.774703;0.394041;-0.0995147;0.324135;-0.676643;-0.917588;-0.763495;-1.17796;-0.389439;-0.765241;-0.681167;0.356032;1.18048;1.45522;1.21334;0.221958;-0.511437;-0.0974317;0.858439;0.738025;-0.886441;-0.202566;0.344644;0.542447;1.09607;0.998407;0.958799;1.55552;4.51679;9.3306
-0.108372;0.489361;0.936963;1.13771;-0.369809;-1.06818;-0.667989;0.123497;-0.01043;0.849705;0.836272;0.422213;0.675918;0.0627583;-0.354233;-0.300274;-0.400267;-0.0011924;-0.162685;-0.0138757;0.227708;-0.560326;-0.465104;-0.3067;0.244724;0.325397;0.408845;0.579422;0.127224;0.853454;0.118672;-0.932258;0.493424;0.425663;-0.0299162;-0.605097;-0.564155;-0.233872;0.406047;0.287008;-0.900466;-0.412132;-1.44616;-1.0008;-0.692077;0.415326;1.15594;-0.0261737;1.00833;4.47284;9.3306
-0.393232;-0.550051;-0.676123;-0.252815;-0.0686557;-0.162739;0.195079;0.721608;0.833895;-0.304546;-1.57602;-0.688921;0.354006;0.260755;0.0559824;-0.761995;0.0770868;0.777378;0.526806;-0.127214;-1.28271;-0.160288;0.196222;-0.0848561;0.676123;-0.134939;0.872967;0.110729;0.55157;0.707644;-0.219686;0.326602;1.74972;2.14025;0.825764;1.46118;-0.0248465;0.574598;-0.398638;-0.809551;-0.850738;-0.538745;-0.164295;-0.126058;-0.296158;0.505102;1.20487;0.409911;1.23287;3.69311;9.3306
-0.265124;-0.98805;-0.90046;-0.571357;-1.15705;0.0381279;-0.73866;-0.958662;-1.01371;0.49609;0.0906653;-0.0357435;-0.362339;0.196267;-0.718729;0.871053;-0.0024154;0.04907;0.294873;0.132981;0.850868;0.64916;0.17485;0.828014;0.545702;0.105131;0.646746;1.3328;0.329428;-0.295535;-0.168495;-0.178052;0.0485817;-0.28725;-0.308943;-0.81791;-0.226339;0.761432;0.855539;1.24534;-0.215225;0.252779;-0.310128;0.241671;-0.298998;-0.51176;0.820663;0.56215;1.29888;2.63932;9.3306
-0.361781;-0.511228;0.0545787;0.881339;-0.200204;0.196018;1.04998;0.621433;0.372047;1.68522;0.475976;0.118171;0.545436;-0.0918355;0.614007;-0.421503;-0.0922081;1.06775;0.616141;0.759901;-0.200563;-1.18314;0.907637;0.607514;-0.307022;-0.485698;-0.0341212;-0.57959;0.34009;-0.721838;-0.557099;-0.335207;-1.05478;-0.35715;-0.714232;0.115488;-0.461205;0.580467;1.18518;-0.565028;-0.816219;-1.34799;-0.750736;0.48744;0.684303;-0.584814;0.134305;-0.0601605;1.03071;3.73283;9.3306
-0.791475;0.302032;-0.282468;-0.36744;-0.171844;-0.52315;-0.878393;0.0225929;0.532658;-0.104715;-0.145693;0.334717;-0.500452;-0.35564;0.560677;0.56322;-0.363187;-0.350142;-1.10932;-0.436029;-1.16884;0.784667;0.113297;-0.619032;0.928204;0.516372;0.739532;0.189217;0.98929;-0.712603;0.084334;-0.263643;-0.0839987;0.290947;1.22963;1.33317;0.59403;0.0686191;-0.703435;-0.566578;-0.936044;0.0634563;0.797214;1.64595;0.758628;0.153872;1.35312;0.060199;1.05876;2.70929;9.3306
-0.607296;0.130444;0.939113;-0.322455;0.0190378;-0.509254;-0.940626;1.19175;-0.243283;-0.935092;-1.21815;-0.965951;0.288017;0.0740529;0.759227;0.70442;-0.611588;-0.612804;-0.488005;0.828097;0.15724;0.928099;0.450763;0.289036;0.41785;1.90598;0.957028;0.240922;0.275895;0.118062;0.0602594;0.618008;2.2833;0.599581;-0.790377;-0.735236;-0.288034;-0.141357;1.10332;0.302401;1.25748;1.17162;0.141787;-1.43339;-0.144771;-0.102654;-0.0431972;0.442281;1.09218;3.40126;9.3306
-0.391988;0.571995;0.488677;-1.11005;0.0303282;0.352755;1.13173;1.03419;0.486032;-0.330859;-0.840024;-0.114895;-0.542133;0.0928865;-0.692297;0.547182;0.884523;-0.0911958;0.52754;0.403072;0.693693;-0.237185;-1.27133;-0.0155368;-0.409346;-0.259891;-0.179385;-1.48164;-1.05089;-1.36789;-0.444189;0.323157;-1.54552;0.383641;0.0913009;0.545514;0.0404307;0.5268;0.14721;0.387151;-0.104073;-0.405425;0.434144;1.06952;0.513905;-0.76511;-1.33639;0.027788;0.622333;2.34881;9.3306
-1.12385;-2.05291;-0.640055;-0.188923;0.0253867;0.412409;0.299966;1.3132;0.504953;-0.279033;-0.16605;-0.299961;-1.21741;-0.445388;-0.276258;1.17145;1.36728;0.926922;0.813686;0.597366;0.494856;-1.02107;-1.0835;-0.952315;-0.805039;-0.434071;-0.23469;-1.19522;-0.989585;-0.0882993;-0.91538;0.111621;0.0401207;0.663341;0.0463719;-0.225422;-0.484787;-0.637957;-0.654983;-0.281698;-0.171415;-0.125918;1.32692;0.280836;-1.56308;-0.67015;-1.12556;-0.292031;0.684931;2.95879;9.3306
-0.196035;-0.626252;0.367045;-0.902296;-0.912399;-0.61571;0.648025;0.341595;0.173421;-0.178058;-0.0165952;0.394277;-0.350709;-0.101422;-0.273955;0.459002;0.857455;0.37307;-0.250489;-0.181109;0.617599;-0.658764;-0.63691;-1.22398;-0.263687;-0.0115374;0.294038;0.691965;0.435004;-0.866174;-0.720247;-0.154129;-0.648143;0.694489;1.20996;0.606349;1.34175;2.05983;0.626485;0.626538;-0.504159;-0.997765;-0.137988;0.824412;-0.774011;0.233979;1.14502;0.818488;1.68929;3.73201;9.3306
0.799432;0.620414;0.154297;0.68468;-0.722652;-0.265143;0.526406;0.802851;0.526171;-0.389066;-0.215344;0.084293;0.929427;0.305833;0.315317;0.626514;0.772944;-0.865425;-1.30141;0.924322;0.538551;0.299988;-1.24528;-0.519314;0.0564419;0.748633;0.154686;0.336171;0.943641;0.794274;-0.899743;1.55232;-0.123914;-0.0282191;-0.436613;0.333331;0.105084;0.826354;-0.493943;-0.34752;0.773797;-0.19316;0.142729;0.599739;0.801013;-0.674601;-1.01414;-0.610921;1.85089;4.15874;9.3306
-0.0680529;-0.848392;-0.78589;0.495011;0.381237;-0.913288;0.599417;0.405794;-0.680139;-0.434648;1.0224;-0.419751;-0.714676;-0.269421;-0.54644;-0.442822;-0.0710885;0.358079;0.695837;0.024133;0.347624;0.695044;1.08155;-0.287804;-0.522713;-1.01808;0.0544558;0.374329;0.383351;-0.695805;-1.30267;-0.285116;-0.114853;-0.685555;-0.837249;0.0493397;-0.744375;-0.00280927;-0.192076;0.796554;-0.650608;-0.992077;-1.19762;-0.250854;0.531135;0.708041;0.907906;0.420721;2.13046;3.51572;9.3306
-1.20826;-0.407623;-0.53761;0.191602;-0.764198;-0.726645;-0.472492;-0.307961;-0.806663;-0.424994;-0.178261;0.6769;0.506579;-0.959172;-0.244735;-0.445695;0.133485;0.677744;0.665212;-0.025684;0.229747;0.286297;-0.37363;-0.115093;-0.823441;-0.86285;-0.682106;-0.261647;1.17546;0.111106;-0.407949;-0.866576;-0.734738;-0.453403;-0.407417;-0.314671;-0.686846;-0.0952853;1.15014;0.996247;0.221705;-0.5007;-0.358677;-0.0297018;-0.56097;0.204363;-0.290806;-0.708241;1.97874;4.15456;9.3306
-0.0801131;-0.471436;0.0161996;-0.0685837;0.772445;0.373684;0.915112;-0.0605026;0.316169;-0.482305;1.43137;1.17444;1.27879;0.0961307;0.0592618;-0.0967834;-0.166677;-0.525238;-0.112362;0.767897;-0.325972;-0.108784;0.315481;-0.0624131;0.15661;0.823442;0.392938;1.14196;-0.101241;-0.253402;-0.174777;-0.198089;0.27855;-0.332942;0.138724;0.595609;0.0107043;-0.0739706;0.938897;1.9755;0.920444;1.35816;-0.356979;0.500482;0.0337524;-0.38624;0.78888;0.132253;0.247438;3.73882;9.3306
-0.215759;0.333495;0.786854;-0.576024;0.55481;0.415836;2.09652;0.518557;0.0503249;0.414166;-0.125726;0.647918;-0.00852065;0.295274;0.664661;-0.988012;-1.12222;-0.794363;0.0484945;0.648274;0.893565;0.260202;0.26223;0.190337;-0.0056069;-0.444601;1.62651;1.58501;0.621146;-0.694682;-1.16341;-0.480259;0.243787;-0.490529;-0.405547;-0.894016;-0.477183;-0.384261;0.402243;0.203149;0.560617;-0.501175;0.0624439;0.0749756;-1.35856;-0.381075;-0.263664;0.429371;0.419277;2.18374;9.3306
-0.396943;0.90821;2.02788;0.878686;-0.488729;-0.417106;-0.138296;-0.593536;-1.14049;-0.855957;-0.701882;0.490241;-0.644666;-0.283196;-1.10891;0.609493;-0.0434403;0.646349;-0.399964;-0.98831;-1.13744;-0.203339;0.168609;-0.299481;-0.342285;-0.383571;-0.318204;-0.309578;0.278127;-0.0687297;-0.264904;-0.169574;0.821767;0.718196;0.169991;-0.276738;-0.363575;0.472514;-0.0522706;-0.676518;-0.315546;1.10829;1.18103;0.0168238;0.0378535;0.429183;0.0147963;1.57846;1.45946;3.52607;9.3306
-0.300372;-0.20686;-0.231845;-0.976467;-0.905347;-1.12758;0.267805;-0.272644;-0.399623;-0.430061;-0.350207;-0.26612;0.697778;0.191716;-0.0394537;-0.140277;-0.132743;0.330512;0.0896176;1.38164;0.657858;1.07984;-0.422899;-0.40501;-0.41501;-0.0621484;-0.909619;-0.570924;-0.671826;-0.491419;-0.215266;-0.170174;-0.744921;1.1987;-0.352652;-1.62143;-0.0975844;0.179033;-1.40058;-0.315907;0.267503;0.776191;0.344978;0.665746;0.399981;0.39472;-0.0909988;-0.182112;1.05527;2.75818;9.3306
0.147339;-0.390884;0.755124;-0.00240954;0.00297202;-0.235252;-0.470527;-0.503149;-1.23422;-0.984379;0.286234;-0.376005;0.547798;0.0765877;-1.05678;0.0860901;-1.1097;-0.0132042;-0.759389;-0.500504;-0.640867;-0.18371;0.735073;0.0886475;1.12108;0.17999;-0.263194;-1.61666;-0.123041;-0.0633197;0.837182;0.424826;-1.36464;-0.969991;-0.954137;-0.392006;-0.179526;0.164936;-0.364807;0.426055;0.285045;-0.867674;0.249936;1.22898;1.17997;0.0404397;0.329777;0.579417;1.82885;5.32284;9.3306
-0.00946039;-1.31021;-0.989486;-0.533957;-0.782543;-0.636292;-0.0833441;-0.470984;-0.172176;-0.235488;-0.148628;0.489638;0.480324;0.492495;0.379691;0.844969;1.72342;1.35779;0.53823;-0.207857;0.959909;1.18245;1.67866;0.327317;0.763749;0.724604;0.665142;0.735418;0.38885;-0.537187;0.140369;0.464113;0.324175;0.0939721;0.454982;-0.726757;-0.590566;-0.593734;-0.44017;-1.04205;-1.3403;-0.925962;-1.46152;-0.357707;-0.94959;0.207655;0.424853;0.910869;2.09289;4.18123;9.3306
-0.361769;0.588197;1.21569;-0.484762;0.3705;-0.936018;-0.394721;-0.302877;-1.92028;0.176088;-0.635871;-0.443024;-0.389784;0.787084;-0.0623177;0.937006;-0.00918464;-0.277152;-0.375423;-1.14301;-0.25868;-0.11425;-0.311247;0.967013;0.285717;0.366879;-0.250282;-0.164969;-0.588913;-0.513957;-0.675228;-0.99412;-0.480392;-0.78551;-0.766062;-0.244288;-0.93402;0.742343;-0.197605;0.374174;0.0503087;0.573446;0.938921;0.995069;-0.296494;0.638341;0.483266;0.0755735;1.19187;2.7103;9.3306
-0.892808;-0.743442;-0.790204;-0.847292;-1.09212;-1.33256;-0.517896;-0.0874342;-0.862065;-0.645871;-0.945005;0.277618;0.654638;1.94914;-0.155196;-0.279616;-0.632741;-0.491247;0.0224905;0.423925;-0.133655;0.627599;-0.218557;0.0230091;0.34144;0.30532;-0.509038;-0.29966;0.18863;1.71619;-0.0620148;0.285657;0.654963;1.04106;1.2105;-0.424618;0.109589;-0.247747;-1.1117;-1.06826;-0.600274;0.739108;1.22459;0.718829;1.36484;0.995061;0.826884;0.370854;1.17302;3.26748;9.3306
0.162094;0.873042;0.966721;1.65695;0.596707;0.185547;0.10233;0.305706;0.0759392;1.50652;1.09817;-0.0165668;0.154004;-0.0222401;-0.20516;-0.246475;0.342167;0.444122;-0.362003;0.642319;0.448525;0.336987;0.172574;1.21011;0.725186;0.793025;-0.850618;-0.368466;-0.216698;-0.151169;-1.25368;-0.576779;-1.56161;-1.02404;-0.091441;0.320322;-0.979606;0.274129;0.145253;0.282266;0.457099;1.32049;0.790406;-0.789385;-0.0877864;-0.770726;0.0436697;0.841362;0.896839;3.48731;9.3306
0.628916;-1.00584;-0.578096;-0.793075;0.180343;0.115729;0.154976;1.41358;-0.202177;-0.745799;-0.448493;-0.96733;0.00507847;-0.123314;0.144653;-0.209839;-0.0532552;-0.799947;-0.387382;0.179678;0.891882;0.0809485;0.89012;0.874011;-0.593488;-0.00989461;-1.53893;0.128377;-0.186059;-0.346946;-0.437618;1.58719;0.822587;1.01533;-0.295066;-1.18809;-0.75924;-0.297508;0.554271;1.39228;0.799536;0.361671;-0.279678;-1.00884;0.348257;0.919639;0.165902;-0.810039;0.735963;3.63037;9.3306
